block_height,hash,waiting_time,gas_price,gas_used,fees
6832453,a2bb03,3,31000000000,21000,651000000000000
6828623,180b44,8,71000000000,21000,1491000000000000
6827589,e4cdcb,-6,15000000000,22553,338295000000000
6828392,2ff305,2,71000000000,21000,1491000000000000
6833727,9d0659,0,1000000000,21000,21000000000000
6832367,d09bd1,0,20000000000,21000,420000000000000
6834274,694a1c,2,66000000000,37879,2500014000000000
6829326,ad3ccf,0,60000000000,143081,8584860000000000
6831473,5d3535,246,3000000000,21000,63000000000000
6834233,cde642,13,72000000000,52173,3756456000000000
6826849,f803fc,2,17000000000,21000,357000000000000
6827775,5b5ad8,2,45746031746,21000,960666666666000
6827932,efa315,16,45746031746,21000,960666666666000
6831667,dee464,12,50000000000,21000,1050000000000000
6831778,a487e4,8,46468750000,21000,975843750000000
6832649,1e260a,-28,50000000000,37348,1867400000000000
6831872,782766,0,10000000000,21000,210000000000000
6827693,4b5b4e,7,9000000000,43142,388278000000000
6833085,f2f370,10,7500000000,21080,158100000000000
6826818,5ab658,0,10000000000,21000,210000000000000
6829992,065692,6,20000000000,21000,420000000000000
6831794,c8101f,11,50000000000,21000,1050000000000000
6833972,fdc358,23,71000000000,21000,1491000000000000
6827983,ea73c8,32,50000000000,37234,1861700000000000
6830636,697ea7,13,43000000000,21000,903000000000000
6833138,be915b,979,4000000000,52146,208584000000000
6829050,8a6235,0,50000000000,50057,2502850000000000
6830184,4c0738,1,60000000000,21000,1260000000000000
6831331,03518f,594,675000000000,21000,14175000000000000
6830136,7c2b35,10,35000000000,21000,735000000000000
6832678,226551,0,64700000000,143081,9257340700000000
6826437,d42edf,45,10000000000,21051,210510000000000
6828704,f54611,871,3000000000,21000,63000000000000
6828010,00445d,4,33000000000,21000,693000000000000
6828352,c5c588,26,1000000000,21000,21000000000000
6834217,664742,96,6000000000,3294733,19768398000000000
6830966,5b588f,1,71000000000,21000,1491000000000000
6827255,97329c,19,18000000000,142772,2569896000000000
6832054,2f9150,-3,13000000000,52447,681811000000000
6831324,0f5c36,201,20000000000,256197,5123940000000000
6830532,3a190f,0,50000000000,21000,1050000000000000
6833647,f81502,0,10000000000,37244,372440000000000
6833370,623482,1,16000000000,37196,595136000000000
6829977,63c778,27,60000000000,53128,3187680000000000
6826505,fc9ecf,40773,4000000000,23613,94452000000000
6827754,8292c0,-1,1000000000,21000,21000000000000
6833394,094708,0,10000000000,21000,210000000000000
6830203,c8757b,4,61000000000,21000,1281000000000000
6829094,3ff745,10,50000000000,52172,2608600000000000
6828552,e5fe72,0,1000000000,21000,21000000000000
6827060,d09dd4,13,41000000000,52049,2134009000000000
6828523,072431,2,100000000000,21000,2100000000000000
6832478,ce2db0,3,50000000000,21000,1050000000000000
6829029,8abbcb,19,45000000000,21000,945000000000000
6833071,ef7244,4,20083452978,148854,2989502309587212
6831201,985bd4,0,10000000000,37244,372440000000000
6829438,cf3a35,15,60000000000,143081,8584860000000000
6828435,9b8bbc,1,10440625000,37510,391627843750000
6827527,29c1fc,26,31000000000,25888,802528000000000
6830866,c728a3,10,21000000000,21000,441000000000000
6832801,ad7a12,3,50000000000,49993,2499650000000000
6832705,0749a6,0,1000000000,21000,21000000000000
6833879,fe9779,14,80000000000,39669,3173520000000000
6829786,0d1821,2,9000000000,21000,189000000000000
6829224,1544eb,0,30000000000,21000,630000000000000
6830891,1d26d2,3,31000000000,21000,651000000000000
6830862,5290d2,0,1000000000,21000,21000000000000
6826909,3417f5,13,60000000000,143081,8584860000000000
6828787,35dc68,129,9000000000,21000,189000000000000
6827693,a7cb4f,1,10000000000,52916,529160000000000
6831645,c75bfc,1,17000000000,21000,357000000000000
6832970,f89367,-6,50000000000,33705,1685250000000000
6834217,289fd0,1006,6000000000,538551,3231306000000000
6833389,b78f41,37,55000000000,143081,7869455000000000
6827556,fa2124,4,50000000000,21000,1050000000000000
6831501,abeaf9,8,12765000000,30981,395472465000000
6830050,3e35cf,14,45746031746,21000,960666666666000
6831082,2d5f2e,0,1000000000,21000,21000000000000
6833942,3174de,92,9100000000,21000,191100000000000
6832956,2ea145,7,41000000000,21000,861000000000000
6829198,60dbd3,0,50000000000,50057,2502850000000000
6829190,d2a77c,0,41000000000,23984,983344000000000
6833233,ea0f1a,2,8400000000,21000,176400000000000
6831480,fb9dc0,0,16500000000,67613,1115614500000000
6827939,c09e07,2,50000000000,52617,2630850000000000
6833321,71739d,2,9100830000,35130,319712157900000
6833436,a21f69,1,6500000000,28863,187609500000000
6829817,15a2e7,6,11700000000,126586,1481056200000000
6829357,b2fbac,9,60000000000,143081,8584860000000000
6828973,1dcc1d,0,71000000000,21000,1491000000000000
6826848,9b9203,41,50000000000,52129,2606450000000000
6832103,a1df7d,-3,50000000000,21000,1050000000000000
6833990,1b5cbe,9,15000000000,23988,359820000000000
6832893,b3144c,9,10000000000,143230,1432300000000000
6829152,ad1bef,56,60000000000,143081,8584860000000000
6827344,e03762,4,9000000000,33662,302958000000000
6828606,5e753a,26,21000000000,34042,714882000000000
6832158,92d383,42,1000000000,21000,21000000000000
6833613,a43e61,41,10000000000,37222,372220000000000
6827873,29daac,7,71000000000,21000,1491000000000000
6830925,c208e8,49,11000000000,21000,231000000000000
6829489,e92d7a,417,7400000000,127076,940362400000000
6828786,3844d8,39,10831920000,260178,2818227281760000
6832971,b58288,27,15000000000,21000,315000000000000
6830566,824108,12,35000000000,37356,1307460000000000
6827827,e677e1,-1,1000000000,21051,21051000000000
6830456,d8c4d9,27,50000000000,21000,1050000000000000
6832902,9531b1,59,6000000000,109822,658932000000000
6831276,20c0e8,0,10000000000,21000,210000000000000
6834265,f2a82d,28,11000000000,21000,231000000000000
6833985,61c530,0,3000000000,21000,63000000000000
6830235,58f62b,3,50000000000,21000,1050000000000000
6827641,9b7a9f,30,41000000000,21000,861000000000000
6827224,5fd1da,9,64000000000,143081,9157184000000000
6831973,57ff33,9,60000000000,143081,8584860000000000
6832888,9bd27f,10,41000000000,37286,1528726000000000
6831744,9e6802,0,12500340000,36433,455424887220000
6826483,e0d4f0,6,41000000000,36921,1513761000000000
6833076,5511bb,20,50000000000,21000,1050000000000000
6828837,236ae1,5,100000000000,22160,2216000000000000
6828809,46781d,1,15000000000,21000,315000000000000
6831627,e64e89,2,50000000000,52400,2620000000000000
6830105,4f2eef,8,61000000000,21000,1281000000000000
6829624,cb7c6e,2,60000000000,143081,8584860000000000
6833622,b378b9,0,10000000000,21000,210000000000000
6827674,067130,0,10000000000,21000,210000000000000
6831337,94800f,14,21000000000,21000,441000000000000
6831556,124c95,0,1000000000,21000,21000000000000
6832158,c16334,42,1000000000,21000,21000000000000
6829319,4cf003,-59,7100000000,21000,149100000000000
6830946,8650d6,303,10200000000,28863,294402600000000
6834103,ff368a,0,80000000000,21000,1680000000000000
6828128,0ff00b,4,29000000000,23856,691824000000000
6831981,4080f6,15,50000000000,21000,1050000000000000
6830568,f86162,3,50000000000,21000,1050000000000000
6826418,c04380,2858,21000000000,155235,3259935000000000
6828621,5ce840,4,10000000000,36621,366210000000000
6830509,153a23,1,11000000000,22585,248435000000000
6827388,4c9a87,1,56852138763,21000,1193894914023000
6827844,89c4ee,2,31000000000,21000,651000000000000
6828959,1850eb,4,60000000000,143081,8584860000000000
6826883,9f15ec,2,41000000000,38101,1562141000000000
6830247,216727,9,50000000000,46080,2304000000000000
6828208,52aab5,104,10000000000,21000,210000000000000
6830951,a88cd6,2,22000000000,29427,647394000000000
6830430,0a6b1e,369,9000000000,28863,259767000000000
6834056,69dc4a,0,1000000000,31005,31005000000000
6828222,c522bb,14,41000000000,22551,924591000000000
6828299,fbf050,7,64444444444,143081,9220775555491964
6828855,d3a501,18,61000000000,143081,8727941000000000
6828760,33d8de,1,50000000000,49993,2499650000000000
6828598,64a7f1,1,71000000000,21000,1491000000000000
6830411,67b1da,0,9000000000,37116,334044000000000
6830646,b95f9f,2,50000000000,21000,1050000000000000
6831106,4ca9ef,0,1000000000,21051,21051000000000
6833883,7ec6c5,19,50000000000,21000,1050000000000000
6826425,f27fe8,2861,21000000000,156195,3280095000000000
6833642,e138cd,12,20000000000,52099,1041980000000000
6826943,cb5461,0,10000000000,21000,210000000000000
6832368,1cf7ac,21,20000000000,21000,420000000000000
6833424,d8b314,21,18000000000,21000,378000000000000
6832865,acf47c,6,13000000000,95453,1240889000000000
6833168,ab4d37,8,50000000000,21000,1050000000000000
6829596,97770d,0,24000000000,23856,572544000000000
6828601,6463ac,3,20000000000,21000,420000000000000
6826442,7dbda5,7,12000000000,33423,401076000000000
6832492,187466,43,15000000000,67941,1019115000000000
6831872,55fcd1,2,7000330000,26530,185718754900000
6827208,498cfc,-23,66000000000,37879,2500014000000000
6832722,7c5ed9,3,41000000000,21000,861000000000000
6831620,f6cad7,26,31000000000,21000,651000000000000
6826456,e415bd,8,1000000000,21051,21051000000000
6828169,95f8f7,4,44000000000,21000,924000000000000
6833569,40dd7d,0,1000000000,21051,21051000000000
6829303,83afcb,0,6000000000,21000,126000000000000
6832149,31c522,-2,20000000000,142836,2856720000000000
6833599,465eff,2,50000000000,37151,1857550000000000
6827827,f4409b,-1,1000000000,21000,21000000000000
6830153,b7c179,8,50000000000,21000,1050000000000000
6828047,fb0451,60,50000000000,36811,1840550000000000
6832143,005d1e,7,15000000000,65756,986340000000000
6828839,53a965,17,35000000000,21000,735000000000000
6832233,50096a,0,40000000000,21000,840000000000000
6827196,d4c723,18,64444444444,21000,1353333333324000
6829748,720815,7,71000000000,21000,1491000000000000
6830802,0cb85d,84,61000000000,143081,8727941000000000
6831518,edb355,42,61250000000,143081,8763711250000000
6827834,365b5e,2,15000000000,67613,1014195000000000
6827599,0a8aa1,19,51900000000,257057,13341258300000000
6829967,bc3fce,1,11500000000,39196,450754000000000
6830006,701d02,31,35000000000,21000,735000000000000
6833481,fa418c,5,56900000000,143081,8141308900000000
6833004,6a3b8b,40,5100000000,421305,2148655500000000
6830230,38a301,49,60000000000,143081,8584860000000000
6827560,75a8bc,15,72000000000,53661,3863592000000000
6833826,0f7246,2,50000000000,24191,1209550000000000
6833721,28b39e,5,80000000000,21000,1680000000000000
6830956,4a1113,-18,10000000000,21000,210000000000000
6827118,1d9b31,3,21000000000,21000,441000000000000
6826901,b80dfe,1,9100000000,111986,1019072600000000
6827080,6d8ae9,58,7000000000,573346,4013422000000000
6830369,d63662,321,9000000000,21000,189000000000000
6831403,30c35f,2,19110000000,51621,986477310000000
6834125,8e547a,8,60000000000,21000,1260000000000000
6828939,ea620a,1,60000000000,21000,1260000000000000
6829468,419cad,63,6000000000,21000,126000000000000
6831813,28426a,1,50000000000,21000,1050000000000000
6834206,469e45,21,50000000000,22053,1102650000000000
6832806,2a2230,-15,57500000000,143081,8227157500000000
6830726,842999,2,10000000000,94531,945310000000000
6830017,0deb1c,5,10500680000,27430,288033652400000
6833763,87f3ac,1,20000000000,59560,1191200000000000
6830745,136384,8,40000000000,21000,840000000000000
6826853,bdc93f,37,8000000000,25000,200000000000000
6830658,f144a7,3,51900000000,30416,1578590400000000
6827110,b3bf03,20,45746031746,21000,960666666666000
6827205,42c91f,6,20000000000,95628,1912560000000000
6828717,0033f7,-7,61180042833,21000,1284780899493000
6830300,218530,24,19900000000,21000,417900000000000
6831795,fb9f00,-2,31000000000,21000,651000000000000
6830857,c4b339,11,50000000000,38037,1901850000000000
6833433,53e008,22,6000000000,21000,126000000000000
6829575,2e1ae1,-4,7100000000,21000,149100000000000
6830744,9cb8fa,-113,60340000000,143081,8633507540000000
6833996,10e2fa,53458,4200000000,5032785,21137697000000000
6833299,fbdbe8,13,15000000000,91827,1377405000000000
6832912,e3619d,4,7000000000,51568,360976000000000
6827034,a47e81,33,7110000000,140340,997817400000000
6833748,c2729d,17,51900000000,30416,1578590400000000
6833131,1c7693,3,77000000000,36913,2842301000000000
6830496,66ce08,5,15000000000,22489,337335000000000
6831594,4151a6,22,61602985472,43872,2702646178627584
6833984,482fc3,0,1000000000,21000,21000000000000
6829680,176487,9,30000000000,21000,630000000000000
6833595,426168,2,57000000000,21000,1197000000000000
6827025,b54ab0,19,8000000000,21000,168000000000000
6833777,5c5b56,0,12883941455,38808,499999999985640
6831897,cd1376,-5,17000000000,22847,388399000000000
6829225,ea73c6,2,14000000000,286335,4008690000000000
6826352,71d443,5,14500000000,21004,304558000000000
6830023,6fc8fa,2,22000000000,38335,843370000000000
6828048,ca2273,104,70000000000,143081,10015670000000000
6832447,3c2454,5,21000000000,21000,441000000000000
6828534,9406fa,9521,5000000000,51835,259175000000000
6833920,a9c314,23,50000000000,37336,1866800000000000
6833635,fe3ab4,0,57000000000,51562,2939034000000000
6832670,58cd9a,1868,5000000000,1859694,9298470000000000
6826566,65763a,2,24000000000,21000,504000000000000
6832331,40cb07,134,5100000000,252785,1289203500000000
6827446,70754b,2,41000000000,22049,904009000000000
6830718,ab0649,24,64000000000,45815,2932160000000000
6831314,45578b,17,100000000000,21000,2100000000000000
6831666,c060ca,17,41000000000,21000,861000000000000
6830500,9bebf6,0,60340000000,143081,8633507540000000
6826795,f51caf,20,26000000000,44001,1144026000000000
6830997,9e4058,2,14300000000,22128,316430400000000
6829788,4c17d7,-120,60000000000,143081,8584860000000000
6828739,f8d31b,12,31000000000,21000,651000000000000
6832275,1e11ef,7,11000000000,75946,835406000000000
6834240,dc8718,3,28000000000,37808,1058624000000000
6830677,32a105,0,1000000000,21000,21000000000000
6833380,228edb,15,11000000000,79985,879835000000000
6834089,e7cc28,6,30000000000,111547,3346410000000000
6833638,d87d4f,3,15000000000,21000,315000000000000
6827154,4a2735,9,31000000000,21000,651000000000000
6827502,bb8d74,8,9688808340,25496,247025857436640
6827551,eb2dda,23,60000000000,143081,8584860000000000
6826374,cb3b78,241,5398999000,174248,940764777752000
6827665,57327a,3,10000000000,51788,517880000000000
6829108,1b09f2,56,1000000000,21000,21000000000000
6832415,776461,20,10000000000,21000,210000000000000
6826519,fec4ac,8,16100000000,82818,1333369800000000
6832277,cb47e3,15,15000000000,91827,1377405000000000
6830069,127c9f,26,50000000000,21000,1050000000000000
6828295,e29415,8,20000000000,37774,755480000000000
6830492,28b158,35,99000000000,21000,2079000000000000
6827435,cb0b06,10,71000000000,21000,1491000000000000
6830954,82cb04,43,1000000000,21051,21051000000000
6828311,604a5d,2,20000000000,37774,755480000000000
6833068,e65640,12,57000000000,143081,8155617000000000
6833669,fd2069,0,9000000000,53422,480798000000000
6828097,e57268,36,15000000000,62514,937710000000000
6832350,34616e,10,11500000000,30981,356281500000000
6827298,849a93,8,57000000000,21000,1197000000000000
6830442,4188a2,1,9000000000,52494,472446000000000
6827734,0f7974,9,50000000000,47261,2363050000000000
6829357,b1802d,7,31000000000,21000,651000000000000
6826576,b3dfa5,10,40000000000,154892,6195680000000000
6829235,2b5437,30,71000000000,36989,2626219000000000
6831139,31a74b,1,61000000000,143081,8727941000000000
6826907,87ecb5,2,7000000000,43539,304773000000000
6826635,8cb1ba,8,12000000000,33487,401844000000000
6828317,8c6340,4,99000000000,37973,3759327000000000
6834203,677ca0,21,51000000000,25221,1286271000000000
6828454,b2fdbe,1,33000000000,38030,1254990000000000
6833898,e71064,10,20000000000,21000,420000000000000
6832847,4afc56,4,9282000000,37574,348761868000000
6831659,70b142,1656,6000000000,97937,587622000000000
6826731,a27205,13,41000000000,113632,4658912000000000
6827291,0eb614,6,10100500000,980423,9902762511500000
6826442,de7522,1,41000000000,21051,863091000000000
6831268,f4c47e,97,1000000000,21000,21000000000000
6828564,4879ae,6,20000000000,21000,420000000000000
6833058,cc2838,2,50000000000,21000,1050000000000000
6833677,eae50e,-6,35000000000,21000,735000000000000
6832165,515c14,10,21000000000,36771,772191000000000
6833865,344e81,7,19841269841,21000,416666666661000
6830534,af2a0e,2,11891000000,30981,368395071000000
6830703,fc64b1,1,10340000000,21000,217140000000000
6831259,fe173e,7,110000000000,21000,2310000000000000
6831323,70fb7e,6,30000000000,21000,630000000000000
6830969,d1dd30,0,30000000000,251016,7530480000000000
6833308,76440e,14,72000000000,37011,2664792000000000
6831460,680af7,17,26000000000,51621,1342146000000000
6831328,4ba52a,13,68000000000,21000,1428000000000000
6827708,40c751,97,8400000000,28863,242449200000000
6831998,cc88bf,52,12000000000,33620,403440000000000
6830791,63cf81,33,71000000000,21000,1491000000000000
6830791,92c479,19,71000000000,21000,1491000000000000
6830031,05371f,10,21000000000,36985,776685000000000
6828036,dcdc6e,1,51625000000,21000,1084125000000000
6827051,c5a3bf,11,20000000000,21000,420000000000000
6827785,b064cf,0,1000000000,21000,21000000000000
6828782,430f9c,6,14000000000,21000,294000000000000
6833263,71e371,378,4200000000,78950,331590000000000
6830486,e1c40a,37,41000000000,38619,1583379000000000
6828716,627ceb,50,71000000000,21000,1491000000000000
6831710,a56291,2,10050000000,21080,211854000000000
6833251,ac46f4,-2,1000000000,21000,21000000000000
6827983,929896,18,71000000000,21000,1491000000000000
6828280,242de2,3,71000000000,21000,1491000000000000
6833122,77b1f5,44,50000000000,52048,2602400000000000
6830257,3d2b9e,-2,60000000000,143081,8584860000000000
6828519,4f46cb,56,30000000000,177924,5337720000000000
6828088,28b950,19,45000000000,21000,945000000000000
6830135,18f952,20,50000000000,21000,1050000000000000
6834192,6ad149,-27,71000000000,21000,1491000000000000
6829919,4d0bb6,10,71000000000,21000,1491000000000000
6829030,1b0129,8,60000000000,143081,8584860000000000
6830892,9cfb39,7,100000000000,36621,3662100000000000
6826982,c253ac,-6,58714450681,143081,8400922317888161
6826660,126c76,24,30000000000,21000,630000000000000
6827865,15fbcf,1,25000000000,21000,525000000000000
6829576,829938,35,50000000000,21000,1050000000000000
6831083,412fb0,33,20000000000,21000,420000000000000
6831895,3ee76a,-64,10000000000,21000,210000000000000
6830269,41dbc2,8,30000000000,21000,630000000000000
6830000,1c3b6d,-52,15000000000,170068,2551020000000000
6829951,65ed0f,18,45746031746,21000,960666666666000
6827663,e99f26,0,10000000000,21000,210000000000000
6828641,c5fc16,0,60500000000,52529,3178004500000000
6834105,f43b30,131,1000000000,39512,39512000000000
6827261,5629b8,3,9100000000,117647,1070587700000000
6833833,715835,0,1000000000,39512,39512000000000
6832536,c2683b,11,31000000000,21000,651000000000000
6831700,d5cde3,6,30000000000,52245,1567350000000000
6830738,c1f7a7,32,10000000000,52348,523480000000000
6830609,cf3313,23,50000000000,52909,2645450000000000
6829058,11e9cb,-205,7100000000,21000,149100000000000
6827736,9405d4,-24,50000000000,51458,2572900000000000
6831323,3af3ee,10,65000000000,143081,9300265000000000
6831463,c7d179,4,50000000000,37642,1882100000000000
6829647,5e4080,5359,7300000000,28863,210699900000000
6832418,140167,19,28978551963,75977,2201703442492851
6833496,597b93,33,10000000000,39512,395120000000000
6831738,64828d,7,80000000000,53510,4280800000000000
6829725,2e47aa,53,71000000000,21000,1491000000000000
6832198,6a56d1,0,50000000000,21000,1050000000000000
6829608,07967c,30,60000000000,143081,8584860000000000
6829421,5f4796,-18,6000000000,21000,126000000000000
6827267,2d2c86,0,7000000000,37244,260708000000000
6833212,f1d0df,0,5000000000,37180,185900000000000
6832332,08f865,2459,6100000000,104836,639499600000000
6828180,e84352,7,20000000000,21000,420000000000000
6828016,2bd30d,7,71000000000,21000,1491000000000000
6829824,ce8fcc,3,13612316000,54802,745982141432000
6829897,af700c,12,60000000000,21000,1260000000000000
6826985,004ca9,6,9000000000,21000,189000000000000
6832388,7e6435,-123,59950000000,143081,8577705950000000
6831978,16009f,24,50000000000,52175,2608750000000000
6831290,e7e6b9,149,30000000000,227509,6825270000000000
6834081,bf34b7,3,30020000000,37312,1120106240000000
6831713,c827b8,27,13000000000,21000,273000000000000
6829286,a34e43,41,66000000000,37879,2500014000000000
6832295,011c02,83,50000000000,37642,1882100000000000
6832221,0b40e1,1,20000000000,21000,420000000000000
6828746,d04c1a,0,12950000000,123600,1600620000000000
6827357,b64b48,36,57000000000,21000,1197000000000000
6830462,864aa1,0,35000000000,21000,735000000000000
6828549,508db3,0,20000000000,37248,744960000000000
6828401,98d318,31,64500000000,143081,9228724500000000
6828510,849268,0,62000000000,143081,8871022000000000
6828307,23a245,0,35000000000,21000,735000000000000
6828752,4ca3c0,4,15000000000,21770,326550000000000
6830824,58dc51,1,60000000000,21000,1260000000000000
6827474,5b5ce5,-12,10000000000,21000,210000000000000
6827495,7c1972,74,11000000000,21000,231000000000000
6829445,25fb7a,10,50000000000,50057,2502850000000000
6833415,ffb4c3,5,50000000000,46654,2332700000000000
6827305,f6d6f0,76,7000000000,21000,147000000000000
6827079,98dd1e,9,71000000000,21000,1491000000000000
6833692,fde642,0,10000000000,21000,210000000000000
6828191,0d5249,1,41000000000,21000,861000000000000
6830773,bafeaf,28,1000000000,21000,21000000000000
6832399,66a52d,0,15000000000,39397,590955000000000
6832759,9ba63b,1071,4100000000,306405,1256260500000000
6830800,8ddb54,59,10000000000,21000,210000000000000
6833659,df1aef,0,10500000000,21000,220500000000000
6832732,19405b,22,51900000000,419791,21787152900000000
6829483,2bae9b,17,59593750000,21000,1251468750000000
6831740,7f2616,0,60000000000,143081,8584860000000000
6831178,8cca8e,14,61000000000,143081,8727941000000000
6832797,0055b8,20,1000000000,21051,21051000000000
6832218,941f9e,0,26000000000,38271,995046000000000
6826370,d0f845,5,21000000000,142964,3002244000000000
6829222,b9f2c6,0,10000000000,21000,210000000000000
6828750,81d4a1,1,10000000000,21000,210000000000000
6829942,3d99ec,8,41000000000,51582,2114862000000000
6832165,fadcfd,12,20000000000,93704,1874080000000000
6829776,56da11,1,44000000000,38369,1688236000000000
6830257,9be6df,0,60000000000,143081,8584860000000000
6834023,0930bd,1,41000000000,38101,1562141000000000
6829619,20d1bf,4,11000000000,22397,246367000000000
6826736,deecbb,0,13050000000,21004,274102200000000
6832739,7d7084,3,15000000000,67605,1014075000000000
6828361,5b8a80,4,20000000000,37838,756760000000000
6833420,e11415,1,61000000000,21000,1281000000000000
6827715,719256,6,50000000000,21000,1050000000000000
6832939,b8668c,4,20000000000,52099,1041980000000000
6830073,f7cd6f,2,41000000000,52147,2138027000000000
6834119,e59a9b,3,30000000000,21000,630000000000000
6833464,bba152,29,200000000000,1132491,226498200000000000
6829812,a32467,4,31000000000,21000,651000000000000
6832736,299c5c,14,50000000000,21000,1050000000000000
6826403,15bf38,0,32992471402,21000,692841899442000
6831070,30ffa6,21,50000000000,52094,2604700000000000
6829401,5407dc,0,1000000000,21000,21000000000000
6832827,b38e69,22,31000000000,21000,651000000000000
6829626,b9749b,16,41000000000,21000,861000000000000
6828287,4348e7,11,80000000000,52158,4172640000000000
6831184,1931a2,-31,9000000000,246848,2221632000000000
6830846,adb326,4,20000000000,21000,420000000000000
6826783,5df242,2,50000000000,49993,2499650000000000
6833506,48c1ca,12,41000000000,21000,861000000000000
6832022,e020db,0,50000000000,52336,2616800000000000
6830711,736379,11,100000000000,52529,5252900000000000
6828568,736a83,-455,66000000000,24110,1591260000000000
6829642,f79338,0,60000000000,143081,8584860000000000
6833804,eb0ff1,13,20000000000,21051,421020000000000
6829097,66e897,38,71000000000,21000,1491000000000000
6831430,6205ec,-1,1000000000,21000,21000000000000
6830749,9c49c6,-143,60340000000,143081,8633507540000000
6829936,4a7978,18,45746031746,21000,960666666666000
6828279,b029cc,24,15593750000,45697,712587593750000
6830022,48176f,0,20000000000,45717,914340000000000
6829332,89d6d2,0,12584000000,21000,264264000000000
6833776,1db79b,1,58657530247,21000,1231808135187000
6829134,3733dd,595,9200000000,36582,336554400000000
6829568,7dca57,42,1000000000,21000,21000000000000
6827106,533745,3,25000000000,21000,525000000000000
6830285,62a9c5,2,25000000000,22217,555425000000000
6829293,98d883,5818,3000000000,21000,63000000000000
6828145,8e528f,7,71000000000,21000,1491000000000000
6832614,2cd956,103,14700000000,21000,308700000000000
6833681,b4bbf6,0,1000000000,21000,21000000000000
6827375,8632c4,8,50000000000,52569,2628450000000000
6827768,bd1ce0,13,71000000000,21000,1491000000000000
6828604,f7d714,0,20000000000,21000,420000000000000
6828689,e64654,1563,5200000000,21581,112221200000000
6829440,1da443,0,25000004918,29214,730350143674452
6832037,857e94,92,1000000000,21000,21000000000000
6828291,48872e,11,29000000000,101160,2933640000000000
6826718,214c1a,12,9700000000,5002785,48527014500000000
6830662,13d391,-294,50000000000,50057,2502850000000000
6827100,60145a,27,59000000000,143081,8441779000000000
6829103,e5cea3,-66,60000000000,143081,8584860000000000
6828196,f11d8c,9,35000000000,37271,1304485000000000
6831830,c61538,35535,5100000000,140340,715734000000000
6829067,b76cfe,0,10000000000,21000,210000000000000
6830604,72b492,-118,60340000000,52259,3153308060000000
6832547,3775c7,3,50000000000,21000,1050000000000000
6828472,133203,0,63450000000,143081,9078489450000000
6832723,368981,38,60000000000,21000,1260000000000000
6829492,57c6c0,35,15000000000,21000,315000000000000
6833790,bd7e95,1,14000000000,286355,4008970000000000
6826429,189874,1753,3000000000,21000,63000000000000
6828752,c3700b,16,14444444444,38483,555865555538452
6828321,cf0b1d,2,30000000000,183000,5490000000000000
6833131,041c1d,6,20000000000,52035,1040700000000000
6827079,aadcb8,8,71000000000,21000,1491000000000000
6829564,67292f,2,40000000000,21000,840000000000000
6829710,bdf2a8,7,51000000000,21000,1071000000000000
6833625,fae403,0,1000000000,21051,21051000000000
6828697,058b60,1,31000000000,21000,651000000000000
6832425,728ca8,1,57500000000,21000,1207500000000000
6832262,2012ea,35,1000000000,39512,39512000000000
6832943,6c59c7,15,1000000000,21000,21000000000000
6833707,4cd271,4,8000000000,21000,168000000000000
6830636,155014,0,20000000000,46825,936500000000000
6827463,c38b9b,46,10000000000,21000,210000000000000
6830795,efffd6,12,71000000000,21000,1491000000000000
6829983,49960a,1,71000000000,21000,1491000000000000
6829908,336f4e,0,5200000000,21453,111555600000000
6831706,7e322f,4,13200000000,62419,823930800000000
6828780,8f4b24,53,16000400000,21000,336008400000000
6833882,05f3eb,7,15000000000,38666,579990000000000
6832906,545aa2,-287,10000000000,37244,372440000000000
6828339,4e17ec,56,35000000000,37373,1308055000000000
6834145,fc5e73,17,71000000000,21000,1491000000000000
6831590,72398d,3,9000000000,24056,216504000000000
6828401,7713b6,17,66000000000,37879,2500014000000000
6830915,d2d8ab,4,11000000000,37005,407055000000000
6827158,9878da,16,21000000000,21000,441000000000000
6827734,df163b,8,50000000000,21000,1050000000000000
6828216,ca32a1,42,10000000000,21000,210000000000000
6831510,adba82,7,20000000000,92426,1848520000000000
6833727,ab15db,0,1000000000,21000,21000000000000
6830851,630a76,5425,5687500000,22788,129606750000000
6828851,bed454,-3,61000000000,21000,1281000000000000
6832985,dd6be7,1,25000000000,72471,1811775000000000
6828785,2a58fd,0,15950000000,21004,335013800000000
6828747,3a5c96,0,53000000000,38717,2052001000000000
6833116,b8e570,452,5000000000,149081,745405000000000
6830524,dd4b51,0,10400000000,45783,476143200000000
6832828,e9f1ee,7,20000000000,22002,440040000000000
6829901,fbfc93,0,10000000000,21000,210000000000000
6832319,587137,34,20000000000,33296,665920000000000
6833004,82d6af,154,5000000000,1491359,7456795000000000
6832129,c5370c,3,51000000000,52487,2676837000000000
6829420,518eec,23,60000000000,143081,8584860000000000
6831275,78fbf6,9,45000000000,21000,945000000000000
6827521,3acf47,-1,10000000000,39512,395120000000000
6830442,b950e3,1,11000340000,261857,2880516031380000
6833225,dce4c5,77,1000000000,21000,21000000000000
6831339,3ad971,70,10000000000,21000,210000000000000
6833420,51f58f,15,16000000000,142644,2282304000000000
6828935,19e29e,19,60000000000,21000,1260000000000000
6829070,bfd5b9,7,10000000000,24159,241590000000000
6830075,b69234,2,41000000000,21000,861000000000000
6828466,662adb,423,5200000000,140212,729102400000000
6829194,c8edf7,6,50000000000,34470,1723500000000000
6826490,fc97c4,34,7000000000,38101,266707000000000
6829856,f68691,62,6000000000,118728,712368000000000
