block_height,hash,waiting_time,gas_price,gas_used,fees
6831564,d2fc08,4,13000000000,202978,2638714000000000
6829347,663080,0,10000000000,27995,279950000000000
6831871,23fc0a,19,50000000000,21000,1050000000000000
6832233,15033a,4,60000000000,143081,8584860000000000
6826504,13a4a1,5,60000000000,143081,8584860000000000
6826442,91730c,8,12000000000,33335,400020000000000
6831422,9b0ebf,20,100000000000,46908,4690800000000000
6827600,a90802,17,16000000000,21000,336000000000000
6830898,e04d92,0,50000000000,21000,1050000000000000
6829348,f6c7b7,0,10000000000,51225,512250000000000
6830262,bce3da,29,50000000000,21000,1050000000000000
6827066,ec91c3,1,1000000000,21000,21000000000000
6834119,047719,16,10000000000,123600,1236000000000000
6828426,e7040c,4,1000000000,21000,21000000000000
6827982,16b7d9,0,1000000000,21000,21000000000000
6832987,5ed21a,0,41000000000,21000,861000000000000
6828208,e94e22,106,10000000000,21000,210000000000000
6826933,205a5f,0,24000000000,49201,1180824000000000
6831076,7b4ec1,1,50000000000,21000,1050000000000000
6832916,f37edd,6,50000000000,37669,1883450000000000
6829480,f2cbec,-3,1000000000,21000,21000000000000
6830298,1e2c79,-54,60000000000,143081,8584860000000000
6828129,fbb054,6,100000000000,21000,2100000000000000
6830326,54e2d9,3,15000000000,21000,315000000000000
6827243,7f8863,134,18000000000,82621,1487178000000000
6833085,f8e5f4,9,7200340000,27430,197505326200000
6828348,0ed0d6,75,64500000000,143081,9228724500000000
6833962,8b5337,2,21000000000,21000,441000000000000
6833726,dad029,3,50000000000,21000,1050000000000000
6831841,4f8abf,-65,60000000000,143081,8584860000000000
6832752,a978f5,27,50000000000,48156,2407800000000000
6826664,7f3fb1,3,12000000000,1500129,18001548000000000
6829303,679ed0,0,6000000000,21000,126000000000000
6827123,36ffa4,63,59000000000,44864,2646976000000000
6833027,7438e3,1,50000000000,52141,2607050000000000
6829692,5f8d67,2,60000000000,24712,1482720000000000
6826414,3413a9,14,21000000000,52012,1092252000000000
6831252,6e50c8,4,51900000000,297508,15440665200000000
6832561,bd634a,1,41000000000,21000,861000000000000
6829418,25f74d,0,50000000000,21000,1050000000000000
6832620,31a5e3,-121,63000000000,143081,9014103000000000
6829098,3fda4c,23,41000000000,21000,861000000000000
6830096,31d5fb,1,23000000000,52899,1216677000000000
6831133,ad4b73,1,11100000000,499054,5539499400000000
6829623,e450f7,31,50000000000,21000,1050000000000000
6832258,d20126,19,60000000000,143081,8584860000000000
6830981,ce8c25,10,101000000000,21068,2127868000000000
6828920,fb2ca6,7,20000000000,33296,665920000000000
6828062,1d4ac2,66,10000000000,21000,210000000000000
6828060,7e48b3,33,70000000000,143081,10015670000000000
6829131,8046da,4,91000000000,52391,4767581000000000
6833424,74ae82,5,16000000000,39605,633680000000000
6829189,bf6497,0,71000000000,21000,1491000000000000
6829084,c2e0f5,5,33333333333,21000,699999999993000
6826371,e41842,8,21000000000,142900,3000900000000000
6832936,7acb9e,0,57000000000,143081,8155617000000000
6830016,7e5441,0,60000000000,143081,8584860000000000
6827881,97d025,23,20000000000,29911,598220000000000
6834110,4e7455,11,20000000000,33296,665920000000000
6832691,c2f381,1,14700000000,36785,540739500000000
6826662,c08f45,7,11600000000,36409,422344400000000
6832987,7ccec2,0,20000000000,21473,429460000000000
6830597,61cadc,0,11000000000,21000,231000000000000
6833413,c3e0b8,13,17600000000,72629,1278270400000000
6833837,a54f0d,8,50000000000,21000,1050000000000000
6827501,8bbef7,6,134000000000,21000,2814000000000000
6830388,10ca4d,8,21000000000,34725,729225000000000
6830521,cfafa6,0,60375000000,143081,8638515375000000
6828004,51cd49,4,12400000000,463776,5750822400000000
6828240,664059,9,71000000000,21000,1491000000000000
6831345,235ae7,0,1000000000,21000,21000000000000
6828387,bdd94e,6,21000000000,23058,484218000000000
6832308,5e5b56,-2,57000000000,43666,2488962000000000
6827245,d4754d,117,8500000000,28863,245335500000000
6832973,629891,4,14000000000,21000,294000000000000
6826916,73618d,5,50000000000,49993,2499650000000000
6829823,f54389,1,61000000000,21000,1281000000000000
6832239,b40d9a,2,12000000000,33766,405192000000000
6831273,0a18a8,12,30000000000,62406,1872180000000000
6827713,ec290c,7,31000000000,21000,651000000000000
6830280,c3d89a,5,15000000000,21000,315000000000000
6826947,d10f70,40,50000000000,21561,1078050000000000
6827746,843128,2,10000000000,21000,210000000000000
6828734,852fdb,5,23000000000,21000,483000000000000
6833835,fbcd02,1,11000000000,33487,368357000000000
6831931,d5335e,8,10000000000,37124,371240000000000
6829346,eb2091,0,91000000000,53976,4911816000000000
6832624,3362bd,0,6200000000,37180,230516000000000
6832067,2bc611,27,8100000000,21000,170100000000000
6833776,eec7ad,2,20000000000,51689,1033780000000000
6832860,9e7a6d,0,70000000000,51625,3613750000000000
6832107,1338a3,10,30000000000,21000,630000000000000
6834056,f13a79,0,1000000000,21000,21000000000000
6829615,8c86c5,21,71000000000,21000,1491000000000000
6831768,12937d,-293,10000000000,21000,210000000000000
6829442,3fb624,9,72000000000,98809,7114248000000000
6827738,e86bf0,2,15000000000,67273,1009095000000000
6830342,922ca6,43,60000000000,143081,8584860000000000
6831335,2f2b5a,19,71000000000,21000,1491000000000000
6826691,603897,0,11000000000,66563,732193000000000
6832974,c0c57b,19,57000000000,143081,8155617000000000
6827151,30afc3,15,60000000000,143081,8584860000000000
6830356,34c94d,0,1000000000,21051,21051000000000
6832264,3d5664,16,10000000000,21000,210000000000000
6831373,90dab8,68,18900000000,30225,571252500000000
6830753,8b94da,17,15000000000,108562,1628430000000000
6828295,138b13,2,64500000000,143081,9228724500000000
6831818,86d478,21,50000000000,37233,1861650000000000
6829607,d797e2,1478,6000000000,229129,1374774000000000
6827960,719fa0,0,1000000000,21000,21000000000000
6834201,7670a3,20,60000000000,52173,3130380000000000
6826350,0b5b46,0,6500000000,27300,177450000000000
6828853,0ea2fd,4,33000000000,36968,1219944000000000
6832398,c03cf9,0,9000000000,46109,414981000000000
6831684,5cb2b5,-90,13000000000,33716,438308000000000
6832263,a64662,-9,50000000000,50057,2502850000000000
6827437,389a16,7,10000000000,37180,371800000000000
6830487,64e0de,0,1000000000,21000,21000000000000
6831567,e199c9,23,61602985472,143081,8814216764319232
6834153,7f8c20,9,40000000000,21000,840000000000000
6832514,56e653,0,50000000000,52377,2618850000000000
6829489,0571b8,478,7000000000,140404,982828000000000
6833200,a97102,4,50000000000,21000,1050000000000000
6829771,3172aa,0,10000000000,21051,210510000000000
6831438,4b9f98,14,26000000000,142196,3697096000000000
6830571,f8c9a3,9,71000000000,21000,1491000000000000
6834142,4793cb,5,10000000000,21000,210000000000000
6832681,1607b2,132,17200000000,36433,626647600000000
6830061,3b78f4,3,40000000000,21000,840000000000000
6832844,39d26c,12,58000000000,143081,8298698000000000
6831981,7a9052,15,60000000000,143081,8584860000000000
6833063,b7f6e7,16,6000000000,34196,205176000000000
6830368,f27fda,5,60000000000,143081,8584860000000000
6829463,56490f,74,1000000000,21000,21000000000000
6826821,ff621f,26,60000000000,143081,8584860000000000
6828979,7e1f05,685,9150000000,21080,192882000000000
6829294,2c19ec,50,1000000000,21000,21000000000000
6828633,7e7341,11,20000000000,21000,420000000000000
6831101,de2016,0,11000000000,32945,362395000000000
6832404,91dc70,4,50000000000,52158,2607900000000000
6830930,ba8c22,2,11000000000,21000,231000000000000
6832359,fe96cd,0,1000000000,21000,21000000000000
6829959,3f9c97,5,41000000000,51609,2115969000000000
6833153,c487b9,29217,3000000000,21000,63000000000000
6827249,9243b4,52,1000000000,21000,21000000000000
6828966,1f5004,16,60000000000,51498,3089880000000000
6833466,b8d8c3,3,50000000000,37292,1864600000000000
6829729,97ff07,0,10000000000,41872,418720000000000
6830429,b66e36,0,60000000000,44800,2688000000000000
6833280,b2732a,8,57000000000,43556,2482692000000000
6831503,50d851,23,50000000000,37151,1857550000000000
6831283,f34aa8,3,45000000000,37603,1692135000000000
6829028,c32bea,2,60000000000,27794,1667640000000000
6827949,3e52db,8,34000000000,54835,1864390000000000
6831021,0d8cf1,12,41000000000,52679,2159839000000000
6831020,160c2f,12,34000000000,53033,1803122000000000
6832278,897eed,7,10000000000,21000,210000000000000
6833110,5c7f5f,0,16000000000,21000,336000000000000
6827771,398ed8,9,15000000000,21642,324630000000000
6833370,e0265f,9,6900000000,5002785,34519216500000000
6828034,ae6bbd,-3,1000000000,21000,21000000000000
6833084,caf9b2,2,14000000000,61109,855526000000000
6828436,03ccd5,3,24000000000,37248,893952000000000
6827047,e09b88,19,20000000000,92251,1845020000000000
6832472,1a3e47,11,6922481247,37204,257543992313388
6833058,d4b385,6,14000000000,39759,556626000000000
6831086,e336a7,26,71000000000,21000,1491000000000000
6829974,cfd30f,1,9400340000,734092,6900714391280000
6830642,c4e23b,28,49000000000,37944,1859256000000000
6832218,be8e39,0,26000000000,38143,991718000000000
6827360,56df6b,27,50000000000,37249,1862450000000000
6833491,5c3021,91,1000000000,39512,39512000000000
6826473,ef0810,3816,4000000000,52146,208584000000000
6832097,1390cb,290,3000000000,21000,63000000000000
6828318,ca1958,33,44000000000,21000,924000000000000
6834073,c11497,1,12500000000,21000,262500000000000
6831893,9a5f8d,3,33333333333,21000,699999999993000
6830545,07540e,33,31000000000,21000,651000000000000
6829273,a19b9a,0,6000000000,21000,126000000000000
6833976,50d3d7,27,71000000000,21000,1491000000000000
6832282,acf851,2,99000000000,21000,2079000000000000
6832797,a3a516,20,1000000000,21000,21000000000000
6830167,fab0da,-41,100000000000,21000,2100000000000000
6828449,937a0b,-21,91000000000,52158,4746378000000000
6832615,fd3fda,79,14700000000,21000,308700000000000
6827725,b68a33,5,34022179177,51621,1756258911295917
6830610,28a2a1,21,60340000000,21000,1267140000000000
6829365,584c7d,4,60000000000,143081,8584860000000000
6831883,cd7962,4,18000000000,21000,378000000000000
6831645,d2454b,7,13000000000,37447,486811000000000
6833878,20cfc7,-41,1000000000,21000,21000000000000
6827296,24fb31,0,14000000000,21000,294000000000000
6828375,b8d9a4,3,20000000000,37312,746240000000000
6834018,3e9ccc,2,31000000000,21000,651000000000000
6828499,e9b1f0,1,61000000000,21000,1281000000000000
6830071,306001,2,31000000000,21000,651000000000000
6828109,c3e4c8,1,21000000000,59042,1239882000000000
6827793,51b133,12,71000000000,21000,1491000000000000
6832056,2a896f,-5,60000000000,143081,8584860000000000
6827925,9a1227,79,32000000000,21000,672000000000000
6830792,ffa0fe,2,15000000000,21000,315000000000000
6830269,e22efc,9,20000000000,21000,420000000000000
6833366,b72fd1,14,17500000000,36124,632170000000000
6833464,9cc405,31,100098013745,23907,2393043214601715
6833901,8a7cc7,16,59000000000,21000,1239000000000000
6831554,0b63a0,4,41602985472,21000,873662694912000
6829469,497ab8,10,71000000000,21000,1491000000000000
6833495,0da37a,3,56500000000,21000,1186500000000000
6832979,c388e4,92,6900000000,28863,199154700000000
6833253,1cb099,8,20000000000,21000,420000000000000
6828714,72274b,11,71000000000,21000,1491000000000000
6829468,39a27c,61,6000000000,21000,126000000000000
6829647,0d97f8,0,10000000000,41872,418720000000000
6829665,f7e3f1,1,50000000000,52578,2628900000000000
6830330,0ddc19,6,61000000000,21000,1281000000000000
6828634,5a862d,9,50000000000,21000,1050000000000000
6828047,53b183,55,100000000000,21000,2100000000000000
6829697,e4b768,9,29125000000,21000,611625000000000
6829781,d2f6a7,0,16000000000,210006,3360096000000000
6831680,7e08b8,2,50000000000,54823,2741150000000000
6828371,acacfd,43,72000000000,52529,3782088000000000
6829324,89c1d3,14,60000000000,21000,1260000000000000
6830564,ed6dff,1,12000000000,21000,252000000000000
6826654,597c62,0,59100000000,143081,8456087100000000
6826827,ca72b0,17,60000000000,43808,2628480000000000
6832676,f05a46,-200,64700000000,143081,9257340700000000
6828482,0975da,3,20000000000,21000,420000000000000
6829840,4e0fc2,6,33000000000,21000,693000000000000
6832651,da999a,0,50000000000,21000,1050000000000000
6833399,5e02f5,2,10000000000,21136,211360000000000
6832423,60b5a3,5,9200000000,30981,285025200000000
6831440,25f565,39,50000000000,21000,1050000000000000
6828315,1d6a4b,2,33000000000,21000,693000000000000
6830313,a3e2a7,197,60000000000,143081,8584860000000000
6828276,94769d,0,10000000000,21000,210000000000000
6831850,9f8f3e,7,22000000000,21470,472340000000000
6827327,f7e58d,0,41000000000,51921,2128761000000000
6832593,3ef171,7,50000000000,50057,2502850000000000
6832630,a88d4c,19,1000000000,21000,21000000000000
6831868,e9760f,11,20000000000,22973,459460000000000
6833567,d81563,5,10000000000,128092,1280920000000000
6831919,15f8ec,94,1000000000,21000,21000000000000
6826395,8a2288,3,6000000000,86724,520344000000000
6829103,6566e2,6,37500000000,21000,787500000000000
6829337,d54290,-19,6000000000,21000,126000000000000
6831690,6eda95,21,60000000000,21000,1260000000000000
6832082,0b34dc,-14,91000000000,52455,4773405000000000
6829675,4b1a40,39,11000000000,60513,665643000000000
6827007,7af3d7,0,59000000000,143081,8441779000000000
6833553,2ddd10,1,20000000000,21779,435580000000000
6831019,3e5475,8,22000000000,51981,1143582000000000
6828431,2c6b1d,0,11000681000,978266,10761592199146000
6829781,cee57e,1,9000000000,53422,480798000000000
6832922,1013f2,-44,51000000000,21000,1071000000000000
6826490,67d7e4,159,8000000000,5002785,40022280000000000
6829162,c413b6,-1,1000000000,21000,21000000000000
6828885,281385,1016,1000000000,21000,21000000000000
6832927,dd969d,3,9000000000,21000,189000000000000
6832101,ae397b,0,1000000000,21000,21000000000000
6827111,510f85,58,59000000000,143081,8441779000000000
6832950,0a5577,54,5000000000,51835,259175000000000
6833836,50aa96,781,4200000000,1621557,6810539400000000
6829736,0d237f,0,18000000000,29427,529686000000000
6833691,502bcd,0,58000000000,143081,8298698000000000
6829594,eb1c45,2,31000000000,21000,651000000000000
6827749,908726,1,11000000000,21000,231000000000000
6833133,5a67e3,57,9375000000,21000,196875000000000
6830709,c62911,1,41000000000,36609,1500969000000000
6832956,a5f865,22,57000000000,143081,8155617000000000
6830575,e57cfc,-195,6500000000,36517,237360500000000
6827823,b5ef54,0,12000000000,33766,405192000000000
6829580,45881b,7,10000000000,21000,210000000000000
6833899,695a29,-206,1000000000,21000,21000000000000
6829681,0e1307,64,1000000000,21000,21000000000000
6827904,08ef0f,3,99000000000,37615,3723885000000000
6829545,99db38,8,50000000000,21000,1050000000000000
6831416,241b33,-5,20000000000,21000,420000000000000
6830278,552c16,1,63000000000,21000,1323000000000000
6832797,f740e8,20,1000000000,21000,21000000000000
6831619,fb3599,2,40000000000,22336,893440000000000
6831440,c05c96,29,100000000000,23031,2303100000000000
6826373,495325,7,12500000000,35837,447962500000000
6830876,c6a959,8,41000000000,51311,2103751000000000
6829423,101d65,5,45746031746,21000,960666666666000
6826453,dc81e0,12,60000000000,143081,8584860000000000
6826669,f2bc49,0,59000000000,143081,8441779000000000
6831597,26b34b,25,61700000000,21000,1295700000000000
6830585,51d69b,-115,13000000000,157708,2050204000000000
6832511,f9da72,4,31000000000,21000,651000000000000
6831486,b7eb74,0,50000000000,50057,2502850000000000
6828280,273532,-7,10000000000,21000,210000000000000
6832162,83bcb1,1533,11000000000,28863,317493000000000
6832268,04c2d0,8,60000000000,143081,8584860000000000
6828063,0a7914,11,50000000000,95384,4769200000000000
6829383,7a87f1,30,60000000000,143081,8584860000000000
6827688,32639d,8,41000000000,36477,1495557000000000
6832689,daf2c7,0,10000000000,21000,210000000000000
6828063,d136c8,7,41000000000,21000,861000000000000
6828330,7a0938,2,1000000000,21000,21000000000000
6831016,5d282c,2,20000000000,21000,420000000000000
6831259,9b9fbf,4,50000000000,21000,1050000000000000
6831793,83d40c,-288,60000000000,143081,8584860000000000
6827745,f9c2a1,10,15000000000,1106780,16601700000000000
6829306,740231,0,27000000000,37248,1005696000000000
6829505,8087eb,0,71000000000,21000,1491000000000000
6831536,3e9f3d,10,51000000000,22392,1141992000000000
6832789,41c7dd,5,10000000000,21051,210510000000000
6832781,4cdb64,-17,10000000000,21000,210000000000000
6830436,b239ac,15,31000000000,21000,651000000000000
6834123,028027,11,1000000000,21000,21000000000000
6831862,a3cebe,5,11100000000,256237,2844230700000000
6832819,bc60e9,2,8000000000,37099,296792000000000
6826930,d77b95,113,5500000000,27396,150678000000000
6831527,0729ff,4,19000000000,21000,399000000000000
6829137,fe5e94,5,21000000000,69733,1464393000000000
6834246,e99dfe,8,14285714284,21000,299999999964000
6828992,2997cf,0,20000000000,53123,1062460000000000
6828781,0ddf5a,3,20000000000,21000,420000000000000
6832826,786775,7,8855000000,30981,274336755000000
6829957,8c288e,0,60000000000,143081,8584860000000000
6828469,1ecbc8,0,66000000000,51353,3389298000000000
6831690,e1e0e7,6,100000000000,31908,3190800000000000
6831273,f39ce3,17,30000000000,24505,735150000000000
6832399,47bd1b,0,58254923810,143081,8335172753658610
6829243,f35d73,0,1000000000,39512,39512000000000
6827854,eccaf1,22,60000000000,22158,1329480000000000
6833343,043f0f,1,20000000000,55327,1106540000000000
6831894,ba719e,4,50000000000,21000,1050000000000000
6830792,e47c3e,5,13000000000,21000,273000000000000
6831321,db347f,23,65000000000,143081,9300265000000000
6832348,0355f8,0,1000000000,21000,21000000000000
6831919,c2d5d7,0,1000000000,21000,21000000000000
6831312,f4418e,10,39000000000,21080,822120000000000
6829499,da2434,15,9300000000,43867,407963100000000
6831483,4fa7ff,2,72000000000,52237,3761064000000000
6829600,0db485,6,50000000000,21000,1050000000000000
6829609,7eae3f,6,15000000000,21000,315000000000000
6831646,cdbeb7,23,8300000000,28863,239562900000000
6828987,6575f8,0,15000000000,82147,1232205000000000
6831644,d23a36,11,10000340000,263689,2636979654260000
6827928,004460,11,71000000000,21000,1491000000000000
6833250,0c2c61,50,10000000000,21136,211360000000000
6832744,7f701c,0,1000000000,21000,21000000000000
6831146,2338f6,0,72000000000,52770,3799440000000000
6829675,1e19e3,5,20000000000,408061,8161220000000000
6829140,a18325,2,12000000000,21000,252000000000000
6829890,89f44c,7,20000000000,21000,420000000000000
6831337,9a2318,31,20000000000,21000,420000000000000
6827245,d7b935,72,9100000000,395320,3597412000000000
6830017,61b8c0,1,60000000000,21000,1260000000000000
6828058,d150cf,24,71000000000,21000,1491000000000000
6830547,0bcad5,3,41000000000,21000,861000000000000
6833964,12b486,1,10000000000,36969,369690000000000
6831252,64a128,5,11000000000,38091,419001000000000
6831270,8b7f5a,81,10000000000,21000,210000000000000
6831226,a03dc5,1,41000000000,37711,1546151000000000
6827151,557b27,41,60000000000,143081,8584860000000000
6827798,cd9f7c,15,41000000000,21000,861000000000000
6830253,c03b69,1,13500000000,21080,284580000000000
6829398,d28ac9,40,60000000000,143081,8584860000000000
6831350,23bae9,793,11000000000,188884,2077724000000000
6830467,bcae2f,0,100000000000,21000,2100000000000000
6829363,4bcf66,2,100000000000,21000,2100000000000000
6829516,717686,36,7100000000,21000,149100000000000
6826946,141c37,9,10000000000,21000,210000000000000
6829459,11c397,11,10000000000,37325,373250000000000
6831422,f9c194,15,64000000000,143081,9157184000000000
6830710,c0c996,2,45746031746,21000,960666666666000
6833802,ee68fa,2,60000000000,100437,6026220000000000
6831313,fbdafb,6,52000000000,236574,12301848000000000
6828203,c574c5,30,66000000000,143081,9443346000000000
6830464,37c853,6,44000000000,37374,1644456000000000
6831318,e543d6,52,65000000000,143081,9300265000000000
6826459,a8a90d,24,60000000000,143081,8584860000000000
6830519,0ed4a6,1,20000000000,21000,420000000000000
6826926,2da97b,-1,1000000000,21000,21000000000000
6826595,57c602,12,21000000000,52485,1102185000000000
6832698,9b2a55,26346,4000000000,43706,174824000000000
6827204,c6cc99,1,13900000000,64556,897328400000000
6831257,91ab63,6,20000000000,24669,493380000000000
6826429,4b8f59,1753,3000000000,21000,63000000000000
6828849,58cc2d,5,23000000000,21000,483000000000000
6833907,20d98d,18,40000000000,33705,1348200000000000
6830267,00ddca,8,1000000000000,36621,36621000000000000
6834020,07190d,3,50000000000,21000,1050000000000000
6827912,0a9f88,0,60000000000,143081,8584860000000000
6833608,d06b4a,-2,7000000000,21000,147000000000000
6829907,d84159,7,15000000000,76827,1152405000000000
6828602,4e6d4b,28,50000000000,21051,1052550000000000
6827763,d50703,3,60000000000,143081,8584860000000000
6831783,f85879,0,60000000000,143081,8584860000000000
6833177,ce41f0,18,41000000000,36415,1493015000000000
6829553,7a7636,21,71000000000,21000,1491000000000000
6830685,9f4ec0,1,11000000000,21000,231000000000000
6828463,f1f1d7,12,134000000000,21000,2814000000000000
6828276,457b06,-18,10000000000,21051,210510000000000
6827402,c1b417,1,10000000000,33620,336200000000000
6827315,787bf2,18,7000330000,26594,186166776020000
6827082,e9af2b,0,50000000000,45634,2281700000000000
6828880,400f9f,13,44000000000,21000,924000000000000
6832392,4fd8a8,2,25000000000,51919,1297975000000000
6828851,75fd44,14,50000000000,37292,1864600000000000
6829071,53c3bc,4,45000000000,37420,1683900000000000
6826696,2c0480,5,9990000000,80519,804384810000000
6827943,4dfa72,264,30000000000,183000,5490000000000000
6831374,7e4633,101,10000000000,21000,210000000000000
6830573,bf6940,7,21000000010,21004,441084000210040
6827067,c2b868,2,15000000000,91827,1377405000000000
6833692,8a355a,0,10000000000,21000,210000000000000
6828026,48a6dd,0,17176681020,14100,242191202382000
6828679,da631e,37,12000000000,134663,1615956000000000
6830237,1f222c,-87,15000000000,21642,324630000000000
6830213,7f3afb,7,35000000000,32854,1149890000000000
6829050,f1e787,0,13000000000,82106,1067378000000000
6831574,b1e80a,1,99000000000,21000,2079000000000000
6826924,e0e458,-2,1000000000,21000,21000000000000
6827185,a34c52,4,71000000000,21000,1491000000000000
6830104,97ef63,3,16000000000,21000,336000000000000
6830398,6569fb,110,100000000000,44141,4414100000000000
6826794,4a8420,25,12000000000,22551,270612000000000
6829821,fb3799,3,10000000000,21000,210000000000000
6827462,148503,35,72000000000,51562,3712464000000000
6829206,376124,0,50000000000,51642,2582100000000000
6828683,c0073e,99,8700000000,25871,225077700000000
6826632,b8f28d,-1,9000000000,21000,189000000000000
6831025,4dd9d7,5,100000000000,21000,2100000000000000
6828022,e8a9ea,1,19841269841,21000,416666666661000
6833823,a974b8,2,25000000000,21000,525000000000000
6828011,8ec5e9,-83,1000000000,21000,21000000000000
6833207,c50e8d,9,7000000000,21000,147000000000000
6831436,ea51cb,9,31000000000,21000,651000000000000
6832059,4084ae,31,8000000000,21000,168000000000000
6832890,a04ab4,3,50000000000,56339,2816950000000000
6833818,edd752,0,10000000000,21000,210000000000000
6834011,df44bc,28,1000000000,21000,21000000000000
6831890,fc22fc,16,50000000000,50057,2502850000000000
6828418,23c2b8,17,50000000000,21000,1050000000000000
6827543,ad34e0,6,50000000000,21000,1050000000000000
6830752,861826,14,15000000000,21000,315000000000000
6832457,9646f8,6,31000000000,21000,651000000000000
6826477,b31129,30,13000000000,82170,1068210000000000
6827738,971e36,1,12000000000,33346,400152000000000
6831310,e03380,17,31000000000,24331,754261000000000
6828613,7322a0,2,31000000000,21000,651000000000000
6826428,56837f,7,23100000000,75367,1740977700000000
6832188,9829c3,5,60000000000,143081,8584860000000000
6833345,fbbdb5,21,55000000000,21000,1155000000000000
6831583,346744,2,39000000000,21000,819000000000000
6827516,11374f,8,50000000000,21000,1050000000000000
6832361,118dd2,0,60000000000,143081,8584860000000000
6833783,53f2df,10,27000000000,33571,906417000000000
6833001,71d711,19,1000000000,21000,21000000000000
6828287,e335bf,11,60000000000,21000,1260000000000000
6828942,69c0ff,451,6000000000,83826,502956000000000
6832937,7562b0,9,54000000000,36274,1958796000000000
6829619,4cfb16,0,12000000000,47754,573048000000000
6826834,5b8f45,12,50000000000,21000,1050000000000000
6831107,dd39de,-6,61000000000,143081,8727941000000000
6827680,8c348c,7,50000000000,34470,1723500000000000
6829176,cc0b17,11,14500000000,21004,304558000000000
6833911,be7550,8,100000000000,22173,2217300000000000
6829491,e0a817,18,51000000000,52852,2695452000000000
6832002,ea2d45,6,60000000000,143081,8584860000000000
6830489,0a0ff6,6,45746031746,21000,960666666666000
6828134,5ed0cd,6,11000330000,26594,292542776020000
6832409,fc5bae,2,21000000000,21000,441000000000000
6830020,99d38d,5,31000000000,21000,651000000000000
6830162,500081,159,50000000000,49993,2499650000000000
6826877,957e62,12,13950000000,123410,1721569500000000
6830931,67c39a,11,90000000000,21000,1890000000000000
6830577,18dead,8,50000000000,21000,1050000000000000
6828264,d59b2b,6,50000000000,21000,1050000000000000
6830708,7d1679,12,60000000000,21000,1260000000000000
6829884,b51c1b,1,10000000000,21694,216940000000000
6830376,f4bbcb,8,1000000000,21000,21000000000000
6827011,9b8944,35,41000000000,37338,1530858000000000
6830265,233565,1,18000000000,77331,1391958000000000
6834041,e97a12,12,19900000000,37389,744041100000000
6831075,b442b9,2,11000000000,262688,2889568000000000
6834143,7a13b1,22,60000000000,21000,1260000000000000
6831411,7577dc,20,10000000000,21000,210000000000000
6832771,bde2b5,15,14000000000,68005,952070000000000
6834055,13febb,-2,29000000000,35866,1040114000000000
6833873,60e93a,-92,1000000000,21000,21000000000000
6832237,c81bfc,4,60000000000,143081,8584860000000000
6828683,22ffbe,0,10440000000,138402,1444916880000000
6829706,32a5cc,-3,40000000000,21000,840000000000000
6834269,2dbd26,16,50000000000,36925,1846250000000000
6832563,cfa105,28,51900000000,297444,15437343600000000
6827395,d248bf,8,10550000000,35649,376096950000000
6826587,96d817,105,1000000000,21000,21000000000000
6829432,016886,3,20000000000,37193,743860000000000
6832934,536044,20,41000000000,53101,2177141000000000
6830553,3f1c90,-182,60340000000,143081,8633507540000000
6831028,217f6e,0,1000000000,21000,21000000000000
6830306,2df311,113,6700000000,184319,1234937300000000
6826727,e1bba2,12,50000000000,39512,1975600000000000
6830485,7818d2,15,41000000000,52281,2143521000000000
6831945,0cd09a,1751,6600000000,2862780,18894348000000000
6831756,ccb0f9,7,20000000000,52035,1040700000000000
6831325,6fb3f9,4,50000000000,32945,1647250000000000
6826744,9ac6be,193,6600000000,294728,1945204800000000
6828538,44572e,8,15000000000,21000,315000000000000
6829953,8fc01c,0,35000000000,22867,800345000000000
6830429,029b28,0,60000000000,44391,2663460000000000
6833272,0697f2,321,6000000000,28863,173178000000000
6833843,671d22,26,5000000000,310249,1551245000000000
6828721,4ddc21,5,20000000000,21000,420000000000000
6828526,b85fdb,4,61312500000,21000,1287562500000000
6826869,a13a97,-6,22000000000,242366,5332052000000000
6831311,d9d549,2,64000000000,53037,3394368000000000
6829025,261d46,9,31000000000,21000,651000000000000
6832763,016a5c,1,30000000000,22385,671550000000000
6826616,7ddabc,12,14400000000,1430941,20605550400000000
6827462,26ed49,40,59100000000,143081,8456087100000000
6831218,8117eb,19,16000000000,21000,336000000000000
6827175,00f6da,9,50000000000,21000,1050000000000000
6830365,f8fecb,309,6500000000,51581,335276500000000
6830879,3d8a9d,15,61000000000,143081,8727941000000000
6826404,d2e5ac,0,20000000000,22106,442120000000000
6829730,60a509,0,60000000000,52323,3139380000000000
6828150,67096d,37,17906250000,54982,984521437500000
6829313,f55ece,1,43656250000,21000,916781250000000
6832826,6b81ba,9,8000000000,21000,168000000000000
6826381,475764,5,20000000000,52009,1040180000000000
6831708,3940fe,0,1000000000,21000,21000000000000
6826486,351763,12,40000000000,21000,840000000000000
6827014,971478,531,3000000000,21000,63000000000000
6833012,ff066a,189,6500000000,52945,344142500000000
6830974,739f32,206,9000000000,38207,343863000000000
6832109,d57332,26,60000000000,143081,8584860000000000
6826973,0cf29b,4,7500000000,140404,1053030000000000
6826876,5dc5bd,5,1000000000,21000,21000000000000
6828486,4bb0ad,160,10000000000,37946,379460000000000
6832852,b67065,0,8000000000,21000,168000000000000
6826557,833a7d,14,26000000000,64725,1682850000000000
6833961,183c1f,7,41000000000,78701,3226741000000000
6829723,dab7e5,8,24000000000,37615,902760000000000
6828741,9b154c,21,10000000000,37180,371800000000000
